date,fx_rate,DDR1_nominal_USD,DDR1_real_USD,DDR2_nominal_USD,DDR2_real_USD,DDR3_nominal_USD,DDR3_real_USD,DDR4_nominal_USD,DDR4_real_USD,DDR5_nominal_USD,DDR5_real_USD
2015-10-01,1.0,1.54,2.1155898423862065,1.5894003533568906,2.183454053926549,3.3426151943462896,4.5919498390680555,9.0,12.36383674121809,5.99,8.228820231099595
2015-11-01,1.0,1.54,2.1130655373355687,1.5740318021201414,2.1597612699547204,3.351367491166078,4.598479966577795,9.0,12.349084309103972,5.99,8.219001667948088
2015-12-01,1.0,1.54,2.1153406992736405,1.5591590106007067,2.141657475170712,3.3598374558303887,4.615065528092223,9.0,12.362380710040755,5.99,8.227851161460459
2016-01-01,1.0,1.54,2.1163109083870535,1.5437904593639578,2.121519863257016,3.3685897526501765,4.629209895723647,9.0,12.368050763300962,5.99,8.231624896908086
2016-02-01,1.0,1.54,2.1191286614757137,1.5284219081272086,2.103196540480369,3.3773420494699646,4.647417101713591,9.0,12.384518151481444,5.99,8.242584858597095
2016-03-01,1.0,1.54,2.1125063844086025,1.5140448763250884,2.0769022516349884,3.3855296819787988,4.644125368691583,9.0,12.345816532258064,5.99,8.21682678091398
2016-04-01,1.0,1.54,2.104445002343175,1.4986763250883393,2.047975261339085,3.3942819787985865,4.638363471965057,9.0,12.298704559148424,5.99,8.185471145477674
2016-05-01,1.0,1.54,2.0994816265022527,1.4838035335689046,2.0228689974461256,3.4027519434628974,4.63897089925012,9.0,12.269697817220957,5.99,8.166165547239281
2016-06-01,1.0,1.54,2.0936696888711275,1.4684349823321556,1.99637520297847,3.411504240282685,4.6380279359319365,9.0,12.235731947948148,5.99,8.14355937424549
2016-07-01,1.0,1.54,2.09472480331194,1.453562190812721,1.9771511521115903,3.4199742049469966,4.651886229733445,9.0,12.241898201173674,5.99,8.1476633583367
2016-08-01,1.0,1.54,2.090858342513875,1.4381936395759718,1.9526358243232556,3.4287265017667843,4.655182734037334,9.0,12.219302001704463,5.99,8.132624332245527
2016-09-01,1.0,1.54,2.085387932464259,1.4228250883392226,1.9267157592402648,3.4374787985865725,4.654855067970245,9.0,12.18733207284307,5.99,8.11134656848111
2016-10-01,1.0,1.54,2.080513938471339,1.4079522968197882,1.9021197261274712,3.4459487632508834,4.655418463117881,9.0,12.15884769236497,5.99,8.092388630807353
2016-11-01,1.0,1.54,2.0780640096518557,1.392583745583039,1.8791416637157725,3.454701060070671,4.661746712362971,9.0,12.14452992653682,5.99,8.082859362217283
2016-12-01,1.0,1.54,2.0728311016044545,1.3777109540636043,1.854390983509211,3.463171024734982,4.661408188471455,9.0,12.113947996389669,5.99,8.062505388708235
2017-01-01,1.0,1.54,2.0644842335131233,1.3623424028268551,1.8263210462872899,3.4719233215547702,4.654370751504114,9.0,12.065167598453318,5.99,8.030039323859485
2017-02-01,1.0,1.54,2.0612014458660854,1.3469738515901062,1.8028470457411279,3.4806756183745584,4.658684167002903,9.0,12.04598247584076,5.99,8.017270558920684
2017-03-01,1.0,1.54,2.062164892657406,1.3330925795053004,1.785101763712943,3.488580918727915,4.671447464802094,9.0,12.051613009036787,5.99,8.02101799157004
2017-04-01,1.0,1.54,2.059623003116388,1.3177240282685514,1.7623472210266866,3.497333215547703,4.677394766431852,9.0,12.036757810420447,5.99,8.011131031602053
2017-05-01,1.0,1.54,2.06121834068294,1.3028512367491167,1.7438057560835913,3.505803180212014,4.692354424595832,9.0,12.046081211783415,5.99,8.01733627317585
2017-06-01,1.0,1.54,2.059876066398267,1.2874826855123676,1.7221134868760342,3.514555477031802,4.7010056566017875,9.0,12.038236751678182,5.99,8.012115349172479
2017-07-01,1.0,1.54,2.0592013691282864,1.272609893992933,1.7016623610886044,3.523025441696113,4.710791437022352,9.0,12.03429371568479,5.99,8.009491039661322
2017-08-01,1.0,1.54,2.0513066566605356,1.257241342756184,1.6746672307951882,3.531777738515901,4.704389081079974,9.0,11.988155785678455,5.99,7.978783684023771
2017-09-01,1.0,1.54,2.0408851015480756,1.2418727915194347,1.6457919988506062,3.540530035335689,4.692087662792265,9.0,11.92725059346278,5.99,7.93824789498245
2017-10-01,1.0,1.54,2.039304533990739,1.227,1.6248225085757384,3.549,4.699669994242294,9.0,11.918013510335488,5.99,7.932100102989953
2017-11-01,1.0,1.54,2.0338781320263344,1.2617065217391306,1.6663359114287186,3.6578369565217392,4.830905582069693,9.196445652173914,12.14574656125012,5.99,7.910993513531002
2017-12-01,1.0,1.54,2.029601985432094,1.2952934782608696,1.7070975423347428,3.7631630434782606,4.959560509446857,9.386554347826086,12.370759312152,5.99,7.894360969310548
2018-01-01,1.0,1.54,2.0210059511610994,1.33,1.745414230548222,3.872,5.0813863914907635,9.583,12.576168850634295,5.99,7.86092574510064
2018-02-01,1.0,1.54,2.0155794316492273,1.3136082191780822,1.719273836247216,3.753435616438356,4.9125633938394735,9.27537808219178,12.139780054049226,5.99,7.839818698427838
2018-03-01,1.0,1.54,2.015191784499373,1.2988027397260276,1.6995692277799794,3.646345205479452,4.771483702292772,8.99752602739726,11.773857487811844,5.99,7.838310902046263
2018-04-01,1.0,1.54,2.0099570390085804,1.2824109589041097,1.6737603465915964,3.527780821917808,4.6043427890215405,8.689904109589042,11.34177528141434,5.99,7.817949781598309
2018-05-01,1.0,1.54,2.0054288813040286,1.2665479452054795,1.6493323564099618,3.413041095890411,4.444552718685833,8.392205479452056,10.928552757357842,5.99,7.800337012344891
2018-06-01,1.0,1.54,2.003623325817272,1.2501561643835617,1.626520812904647,3.294476712328767,4.286292459210205,8.084583561643836,10.518480651706799,5.99,7.793314104964585
2018-07-01,1.0,1.54,2.002060076269635,1.2342931506849315,1.604629246363222,3.1797369863013696,4.133782125527207,7.786884931506849,10.12325418173732,5.99,7.787233673282541
2018-08-01,1.0,1.54,1.9984881369132532,1.2179013698630137,1.5804944412997617,3.061172602739726,3.9725435919605254,7.479263013698631,9.70598597774726,5.99,7.7733402208509
2018-09-01,1.0,1.54,1.9943751734858162,1.2015095890410958,1.55601356823942,2.9426082191780822,3.8108212841714777,7.171641095890411,9.28762529532107,5.99,7.757342395571453
2018-10-01,1.0,1.54,1.989720063931132,1.1856465753424659,1.5318862205780122,2.8278684931506852,3.6536796616757243,6.873942465753425,8.88131249507651,5.99,7.7392358330827795
2018-11-01,1.0,1.54,1.9911221960933358,1.169254794520548,1.5117721910768933,2.7093041095890413,3.502958148421839,6.566320547945206,8.489835447842502,5.99,7.744689580908495
2018-12-01,1.0,1.54,1.989759422709452,1.1533917808219178,1.4902416649130168,2.594564383561644,3.3523109935182607,6.26862191780822,8.099382810624611,5.99,7.739388923395856
2019-01-01,1.0,1.54,1.991382359113244,1.137,1.470260871631012,2.476,3.2017290397171374,5.961,7.708201456281849,5.99,7.745701513693722
2019-02-01,1.0,1.54,1.985423596335056,1.137,1.465861447423999,2.428359937402191,3.1307292987746944,5.815411580594679,7.497438554878454,5.99,7.7225242480824585
2019-03-01,1.0,1.54,1.9779434239038531,1.137,1.4603387486874553,2.3853302034428796,3.0636676556747298,5.683912363067293,7.300296805568028,5.99,7.693429291677974
2019-04-01,1.0,1.54,1.9705348446321598,1.137,1.4548689080173802,2.3376901408450705,2.9912336873300474,5.538323943661972,7.086662540160074,5.99,7.6646128047705435
2019-05-01,1.0,1.54,1.9700485710704438,1.137,1.4545098865630486,2.291586854460094,2.931517797475923,5.397431924882629,6.904677305886376,5.99,7.662721390072701
2019-06-01,1.0,1.54,1.9706892673962535,1.137,1.454982920149052,2.243946791862285,2.8715077008644543,5.251843505477309,6.720617941746006,5.99,7.665213449158155
2019-07-01,1.0,1.54,1.966151632903574,1.137,1.4516327315658206,2.1978435054773082,2.8060348033511198,5.1109514866979655,6.525263383936464,5.99,7.647563818891174
2019-08-01,1.0,1.54,1.964354700120296,1.137,1.4503060350888157,2.150203442879499,2.742702752750121,4.965363067292645,6.333593687688335,5.99,7.640574450467904
2019-09-01,1.0,1.54,1.9613365050891085,1.137,1.448077666419686,2.10256338028169,2.6778144883182025,4.819774647887324,6.13844153454832,5.99,7.628834847716727
2019-10-01,1.0,1.54,1.955806886897008,1.137,1.4439950846765572,2.0564600938967135,2.611713515761078,4.6788826291079815,5.942201862981928,5.99,7.607326787346155
